"chargeDeviceID","latitude","longitude","town","county","postcode","chargeDeviceStatus","dateCreated","dateUpdated","lastUpdated","locationType","GSS_CODE"
"b353888fbc3ee702b41d30669a23e12d",51.54491,-0.00876,"Stratford","London","E20 1YY","In service","2020-01-06 15:36:08","2020-01-06 15:36:08","","Public car park","E20 1YY"
"f53d6d41d4ea910e11d4ea914d58b803",51.54491,-0.00876,"Stratford","London","E20 1YY","In service","2020-01-06 15:36:08","2020-01-06 15:36:08","","Public car park","E20 1YY"
"61ef7c5a4cdc44aa15d46293f1f185b8",51.54491,-0.00876,"Stratford","London","E20 1YY","In service","2020-01-06 15:36:08","2020-01-06 15:36:08","","Public car park","E20 1YY"
"3ae50acb1eb21a62b4f1d6620f155c10",51.54491,-0.00876,"Stratford","London","E20 1YY","In service","2020-01-06 15:36:08","2020-01-06 15:36:08","","Public car park","E20 1YY"
"3c348a8f6ea52056921b931828359346",51.54491,-0.00876,"Stratford","London","E20 1YY","In service","2020-01-06 15:36:08","2020-01-06 15:36:08","","Public car park","E20 1YY"
"6e785fdfb123ff8b192f26cf595f74b1",51.54491,-0.00876,"Stratford","London","E20 1YY","In service","2020-01-06 15:36:08","2020-01-06 15:36:08","","Public car park","E20 1YY"
"f1a691a302e0704777146901f76ed7d8",51.45921,-0.07978,"London","London","SE22 8PT","In service","2020-08-11 12:35:50","2020-08-11 12:35:50","","Retail car park","SE22 8PT"
"815fd582e7db999144860fdf407e6745",51.45921,-0.07978,"London","London","SE22 8PT","In service","2020-08-11 12:35:50","2020-08-11 12:35:50","","Retail car park","SE22 8PT"
"89da5fbf7c4df3fad9fba0cb7e4e57ee",51.493353,0.121443,"London","London","SE2 9SA","In service","2017-10-09 11:30:33","2020-01-06 14:48:04","2019-10-12 16:21:11","Service station","SE2 9SA"
"3386ed26f4546ec93b595aa4cfb344d8",51.443777,0.063496,"London","London","SE9 2TD","In service","2018-03-12 15:10:10","2020-01-07 14:23:57","2019-10-12 17:01:01","Service station","SE9 2TD"
"f272f8e92b515dc1a9773206f0460a54",51.506949,-0.249272,"London","London","W3 7RS","In service","2018-05-11 14:45:20","2020-02-18 06:40:56","2019-07-25 08:07:27","Service station","W3 7RS"
"5de765f341bd3b759c0633a9bde9bc26",51.561793,-0.282131,"London","London","HA9 0EW","In service","2018-05-11 14:57:34","2020-02-18 06:41:12","2019-07-25 08:07:56","Service station","HA9 0EW"
"5dcb3acfb237e7af45f60b083a2b4305",51.507202,-0.026712,"London","London","E14 4AS","In service","2019-01-28 09:29:13","2020-01-07 14:56:13","2019-10-12 17:59:35","Public car park","E14 4AS"
"0d124848a0ea943f34d3a85bf3599943",51.507202,-0.026712,"London","London","E14 4AS","In service","2019-01-28 09:32:53","2020-01-07 14:56:23","2019-10-12 17:59:53","Public car park","E14 4AS"
"bda87c2e5bfb5bcfcd5e927287939386",51.59944,-0.076827,"Haringey","London","N17 7AB","In service","2019-02-05 09:09:23","2020-01-07 14:56:59","2019-10-12 17:51:42","Service station","N17 7AB"
"0cbe5209d15e66b1cbe4109f3d6e742a",51.592435,-0.286357,"London","London","NW9 6RN","In service","2019-11-27 17:12:02","2020-01-28 16:59:57","2020-01-28 16:08:49","Retail car park","NW9 6RN"
"8c860d94583bcf987725a2c6adf8ccb7",51.592435,-0.286357,"London","London","NW9 6RN","In service","2019-11-27 17:18:14","2020-01-28 16:07:57","2020-01-28 16:07:57","Retail car park","NW9 6RN"
"c84e35a6b0bb8d79f9babdc74d53587f",51.543517,0.005284,"Stratford","London","E151EN","In service","2020-01-31 11:00:02","2020-05-12 09:53:24","2020-05-12 09:53:24","Retail car park","E151EN"
"03f1c2a49f73ee5237758fbf01923d12",51.455028,-0.095575,"London","London","SE24 9LB","In service","2018-09-27 14:51:34","2019-11-20 15:29:15","2019-11-20 15:29:15","On-street","SE24 9LB"
"af9a68f579505faa32892088aaf12771",51.593005,0.029116,"South Woodford","London","E18 1EB","In service","2019-07-08 12:42:08","2019-11-20 15:15:56","2019-11-20 15:15:56","On-street","E18 1EB"
"4745b78574ff367858dd7b8935aa72b8",51.57882,0.025891,"Wanstead","London","E11 2EL","In service","2019-07-08 14:26:41","2019-11-20 15:17:06","2019-11-20 15:17:06","On-street","E11 2EL"
"2f2d5db27bc46ca8fc83990a1707c002",51.57786,0.020847,"Wanstead","London","E11 2SQ","In service","2019-07-08 14:39:01","2019-11-20 14:17:17","2019-11-20 14:17:17","On-street","E11 2SQ"
"1111f6fc04556a416c3c56f2c5c19b5f",51.575925,0.024942,"Wanstead","London","E11 2RQ","In service","2019-07-08 16:16:20","2019-11-20 14:16:46","2019-11-20 14:16:46","On-street","E11 2RQ"
"50baee118aaf9b5f672690e9d7a9afe7",51.57407,0.031407,"Wanstead","London","E11 2JU","In service","2019-07-08 16:30:37","2019-11-20 15:19:14","2019-11-20 15:19:14","On-street","E11 2JU"
"9b0c28aa76b78a8e41a19c04fcd0d22f",51.56553,0.028653,"Wanstead","London","E11 3QY","In service","2019-07-08 17:57:43","2019-11-20 15:20:00","2019-11-20 15:20:00","On-street","E11 3QY"
"2defa0c94e4f29a7ff9d7e4a3afaa6f7",51.565202,0.032707,"Wanstead","London","E12 5HG","In service","2019-07-08 18:07:31","2019-11-20 15:20:20","2019-11-20 15:20:20","On-street","E12 5HG"
"47233cada37e3377ce5d1a88a09a20ee",51.563728,0.032715,"Wanstead","London","E12 5HG","In service","2019-07-08 18:13:55","2019-11-20 15:20:41","2019-11-20 15:20:41","On-street","E12 5HG"
"5ce6577cd7a6cc90dbb58da260a703a4",51.563631,0.034852,"Wanstead","London","E12 5HN","In service","2019-07-08 18:21:13","2019-11-20 15:21:10","2019-11-20 15:21:10","On-street","E12 5HN"
"20c361dae26c548a297c7bd43b5f6ffa",51.541825,-0.205814,"Kilburn","London","NW6 7TJ","In service","2019-11-20 14:35:45","2019-11-20 15:44:41","2019-11-20 15:44:41","On-street","NW6 7TJ"
"3057ed379d86d22f0d349626be93b518",51.541907,-0.205743,"Kilburn","London","NW6 7TJ","In service","2019-11-20 16:11:25","2019-11-20 16:11:25","","On-street","NW6 7TJ"
"3f5fed85b8a10a982ec86da542348894",51.542132,-0.205397,"Kilburn","London","NW6 7EH","In service","2019-11-20 16:11:26","2019-11-20 16:11:26","","On-street","NW6 7EH"
"7866c3cf2b1fa64dea90f323b04881c7",51.542467,-0.204923,"Kilburn","London","NW6 7TJ","In service","2019-11-20 16:11:26","2019-11-20 16:11:26","","On-street","NW6 7TJ"
"d3dfddfd89c2fcec2c4a1c3f67c5d067",51.543078,-0.203195,"Kilburn","London","NW6 7EH","In service","2019-11-20 16:11:26","2019-11-20 16:11:26","","On-street","NW6 7EH"
"ccb745f4b144d30c4b883330a1114834",51.534199,-0.215557,"Kensal Green","London","NW6 6DH","In service","2019-11-20 16:11:26","2019-11-20 16:11:26","","On-street","NW6 6DH"
"8c2212fd9f104d3d81c3f1be9c51057e",51.534197,-0.230257,"Kensal Green","London","NW10 5AB","In service","2019-11-20 16:11:26","2019-11-20 16:11:26","","On-street","NW10 5AB"
"5e58ee9407af33022abd400727fb74df",51.534371,-0.227664,"Kensal Green","London","NW10 5AE","In service","2019-11-20 16:11:26","2019-11-20 16:11:26","","On-street","NW10 5AE"
"f4ca0e20708a4c6a1a09a20926f78813",51.534301,-0.21526,"Kensal Green","London","NW6 6DG","In service","2019-11-20 16:11:26","2019-11-20 16:11:26","","On-street","NW6 6DG"
"fbe266008fea763978ff159cbe625451",51.540725,-0.200822,"North Maida vale","London","NW6 7HL","In service","2019-11-20 16:11:26","2019-11-20 16:11:26","","On-street","NW6 7HL"
"edeac9b00d3c393830644d514471e7d0",51.543335,-0.20258,"Kilburn","London","NW6 7EQ","In service","2019-11-20 16:11:26","2019-11-20 16:11:26","","On-street","NW6 7EQ"
"a48832db3e915fbfeed9f47e1e51096b",51.533949,-0.216604,"Kensal Green","London","NW6 6DH ","In service","2019-11-20 16:11:26","2019-11-20 16:11:26","","On-street","NW6 6DH "
"3085d1405cbc507eb3aebef48fc482a8",51.542929,-0.20398,"Kilburn","London","NW6 7EH","In service","2019-11-20 16:11:26","2019-11-20 16:11:26","","On-street","NW6 7EH"
"f5e9ac6b749f4635bdc2a23159c7c639",51.534884,-0.212626,"Kensal Green","London","NW6 6DJ","In service","2019-11-20 16:11:26","2019-11-20 16:11:26","","On-street","NW6 6DJ"
"0559109a26611411de7acdb477d63f10",51.53374,-0.217529,"Kensal Green","London","NW6 6DH","In service","2019-11-20 16:11:26","2019-11-20 16:11:26","","On-street","NW6 6DH"
"8c9bee7eacc788eaa8863f8d7c33a121",51.540545,-0.200734,"North Maida vale","London","NW6 7HL","In service","2019-11-20 16:11:26","2019-11-20 16:11:26","","On-street","NW6 7HL"
"8313b45586a762852e20d6c919edb1c3",51.543472,-0.201856,"Kilburn","London","NW6 7EH","In service","2019-11-20 16:11:26","2019-11-20 16:11:26","","On-street","NW6 7EH"
"93d9d6faaa42355e0d765cca4a1a16ce",51.533932,-0.217076,"Kensal Green","London","NW6 6DG","In service","2019-11-20 16:11:27","2019-11-20 16:11:27","","On-street","NW6 6DG"
"f05b89782a7449f1242cf971dfee5724",51.554459,-0.238424,"Dollis Hill","London","NW10 1ND","In service","2019-11-20 16:11:27","2019-11-20 16:11:27","","On-street","NW10 1ND"
"1dcc077aab5503c56609968fc56e3f1b",51.540054,-0.200379,"North Maida vale","London","NW6 7HL","In service","2019-11-20 16:11:27","2019-11-20 16:11:27","","On-street","NW6 7HL"
"1c215ee983a4b11070e74969d9612e1d",51.536078,-0.23718,"Harlesden ","London","NW10 5UB","In service","2019-11-20 16:11:27","2019-11-20 16:11:27","","On-street","NW10 5UB"
"6b50dfe660e64a5d2a9c80909db063c7",51.534123,-0.231847,"Kensal Green","London","NW10 5AA","In service","2019-11-20 16:11:27","2019-11-20 16:11:27","","On-street","NW10 5AA"
"6858093550061a92d2103d3a48c10e4e",51.533723,-0.217956,"Kensal Green","London","NW6 6DG","In service","2019-11-20 16:11:27","2019-11-20 16:11:27","","On-street","NW6 6DG"
"46b8a0e73f80ac66c8fb8ec871748e4f",51.554307,-0.238005,"Dollis Hill","London","NW10 1NB","In service","2019-11-20 16:11:27","2019-11-20 16:11:27","","On-street","NW10 1NB"
"fa9364369b2d4eef0af96be8855164f0",51.543036,-0.203622,"Kilburn","London","NW6 7EQ","In service","2019-11-20 16:11:27","2019-11-20 16:11:27","","On-street","NW6 7EQ"
"83b2ff877c3ebedb1f415ba01dd5d1f0",51.540303,-0.200639,"North Maida vale","London","NW6 7HL","In service","2019-11-20 16:11:27","2019-11-20 16:11:27","","On-street","NW6 7HL"
"eac9c0b4ac231a1386551e207239f0bd",51.542735,-0.204541,"Kilburn ","London","NW6 7EQ ","In service","2019-11-20 16:11:27","2019-11-20 16:11:27","","On-street","NW6 7EQ "
"29a1c68c28579852a9fc42e4b4ec9088",51.542856,-0.204249,"Kilburn","London","NW6 7EQ ","In service","2019-11-20 16:11:27","2019-11-20 16:11:27","","On-street","NW6 7EQ "
"a1461d1ad8d2fad373ef09486e187bc0",51.534678,-0.213399,"Kensal Green","London","NW6 6DJ","In service","2019-11-20 16:11:28","2019-11-20 16:11:28","","On-street","NW6 6DJ"
"86c00acc71f819b4d821ec961680e37f",51.543381,-0.202175,"Kilburn","London","NW6 7EH","In service","2019-11-20 16:11:28","2019-11-20 16:11:28","","On-street","NW6 7EH"
"191aad1e888fe1932eda7401a6309758",51.534284,-0.22808,"Kensal Green","London","NW10 5AB","In service","2019-11-20 16:11:29","2019-11-20 16:11:29","","On-street","NW10 5AB"
"69054b3dade80ebd345ca0de53a796fd",51.534312,-0.22955,"Kensal Green","London","NW10 5AE","In service","2019-11-20 16:11:30","2019-11-20 16:11:30","","On-street","NW10 5AE"
"3d8292b86bb5f90292f9cea15878dd8a",51.534272,-0.228417,"Kensal Green","London","NW10 5AB","In service","2019-11-20 16:11:32","2019-11-20 16:11:32","","On-street","NW10 5AB"
"7f628a8eb4e3f0c16b03be3bad0ef1fa",51.538953,-0.201138,"North Maida Vale","London","NW6 7HG","In service","2019-11-20 16:11:33","2019-11-20 16:11:33","","On-street","NW6 7HG"
"6c5fbde2861c8bfe00687fbd8266d885",51.534219,-0.229976,"Kensal Green","London","NW10 5AB","In service","2019-11-20 16:11:33","2019-11-20 16:11:33","","On-street","NW10 5AB"
"c041fa6f5854d26f80690a5499d5cfa8",51.556218,-0.220333,"Cricklewood","London","NW2 6UJ","In service","2019-11-20 16:11:33","2019-11-20 16:11:33","","On-street","NW2 6UJ"
"5247fbfc9eb76e05dd0e1b4912fab4f4",51.534468,-0.214281,"Kensal Green","London","NW6 6DJ","In service","2019-11-20 16:11:33","2019-11-20 16:11:33","","On-street","NW6 6DJ"
"539a4d4573a7a9baaea42e49e12996ef",51.534387,-0.22701,"Kensal Green","London","NW10 5AD","In service","2019-11-20 16:11:33","2019-11-20 16:11:33","","On-street","NW10 5AD"
"f382cc7b6e7445c45ca5fb3003339e34",51.534315,-0.227435,"Kensal Green","London","NW10 5AB","In service","2019-11-20 16:11:33","2019-11-20 16:11:33","","On-street","NW10 5AB"
"2fdc964629e846b23ca6b5dbcca25cc6",51.554636,-0.239595,"Dollis Hill","London","NW10 1ND","In service","2019-11-20 16:11:33","2019-11-20 16:11:33","","On-street","NW10 1ND"
"b7a71f65670c6bc43010303caa72175c",51.534336,-0.22873,"Kensal Green","London","NW10 5AE","In service","2019-11-20 16:11:33","2019-11-20 16:11:33","","On-street","NW10 5AE"
"b97fb8561926f18a64f9ff3f68d44a82",51.534009,-0.216259,"Kensal Green","London","NW6 6DH","In service","2019-11-20 16:11:33","2019-11-20 16:11:33","","On-street","NW6 6DH"
"1622b7be808646be9dcf7249d98aff34",51.556592,-0.223055,"Cricklewood","London","NW2 6UN","In service","2019-11-20 16:11:33","2019-11-20 16:11:33","","On-street","NW2 6UN"
"6378d514d13cb6e272c6138353cff97f",51.55628,-0.287503,"Wembley","London","HA9 8DG","In service","2019-11-20 16:11:33","2019-11-20 16:11:33","","On-street","HA9 8DG"
"8b04eba77f2245a80433843a3b8264a4",51.556674,-0.288966,"Wembley","London","HA9 8DG","In service","2019-11-20 16:11:33","2019-11-20 16:11:33","","On-street","HA9 8DG"
"ac3c9c599e0a202e4fd510483a9aac1b",51.53927,-0.199873,"North Maida vale","London","NW6 7ER","In service","2019-11-20 16:11:33","2019-11-20 16:11:33","","On-street","NW6 7ER"
"abf8d689759d755f092b8981603e0582",51.538503,-0.247496,"Harlesden","London","NW10 4DY","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW10 4DY"
"173cdd6efafce2afa64d31dc0ba6cbf6",51.534164,-0.231147,"Kensal Green","London","NW10 5AA","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW10 5AA"
"2ffafa56e33d1b523f07c1eaa784740a",51.556567,-0.288682,"Wembley","London","HA9 8DG","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","HA9 8DG"
"77846f536d53c5f13d9e33a7b511bc9a",51.537045,-0.236117,"Harlesden ","London","NW10 5UA","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW10 5UA"
"c4ec8e0a15d299705045560037646e4c",51.55619,-0.220114,"Cricklewood","London","NW2 6TY","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW2 6TY"
"7da6279d738fdaef64d4c7f08d6c1e92",51.556889,-0.28929,"Wembley","London","HA9 8DF","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","HA9 8DF"
"0d57f9ae71c1dd7372a3a0016d2b3cf6",51.556287,-0.221099,"Cricklewood","London","NW2 6TX","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW2 6TX"
"42c39e7bde331109255c51f1fd37c3b1",51.538956,-0.209431,"Queen's Park","London","NW6 6TS","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW6 6TS"
"8a3d71a48f3b8f06334dd9aeecba127b",51.538508,-0.20907,"Queen's Park","London","NW6 6TL","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW6 6TL"
"c9b5df2aa1b48f5d0d7f6b8b635be242",51.534275,-0.230531,"Kensal Green","London","NW10 5AA","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW10 5AA"
"82a52993019f584ff74af40a20f9546c",51.5545,-0.23875,"Dollis Hill","London","NW10 1ND","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW10 1ND"
"dfd8c9f03b790e6c334485e03e784dfd",51.534652,-0.213843,"Kensal Green","London","NW6 6DL","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW6 6DL"
"81b5ba8ec0aca68eef2c656f72dcb76e",51.534798,-0.212953,"Kensal Green","London","NW6 6DJ","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW6 6DJ"
"adb4c903674d579c1a43dbf3ae93f077",51.538965,-0.201528,"North Maida Vale","London","NW6 7HH","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW6 7HH"
"f118c108ab40bd9f619b65bee7764f59",51.536824,-0.236531,"Harlesden ","London","NW10 5UA","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW10 5UA"
"3e67d1f24ebdbbbe125e7040442f6e84",51.538813,-0.201914,"North Maida Vale","London","NW6 7HG","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW6 7HG"
"c7c08177bdd7e4c50269d5d005d5bab5",51.534154,-0.232566,"Kensal Green","London","NW10 5AA","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW10 5AA"
"2c3ac64a01925fe40a18386abf1e0dd8",51.556479,-0.221976,"Cricklewood","London","NW2 6UE","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW2 6UE"
"2c89ab3310d2bef24b23e9fe0757ceda",51.534193,-0.215861,"Kensal Green","London","NW6 6DG","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW6 6DG"
"d9cf25e44284daa152fd8dbd6aed8466",51.534237,-0.229094,"Kensal Green","London","NW10 5AB","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW10 5AB"
"3210806875ddb9745d3d8313e65b81ab",51.556368,-0.221597,"Cricklewood","London","NW2 6UD","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW2 6UD"
"63d6352735e9e69c4d804dee37e227d4",51.539006,-0.247925,"Harlesden","London","NW10 4DY","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW10 4DY"
"e3722b66d3516f98751a1faa0a48e57e",51.53561,-0.23774,"Harlesden ","London","NW10 5UB","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW10 5UB"
"63f8c7b4d7ffc2c73e530663a34fa418",51.556305,-0.220823,"Cricklewood","London","NW2 6TY","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW2 6TY"
"e651fdc0316d0d16c6af304d2023ca3f",51.556185,-0.286654,"Wembley","London","HA9 8DG","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","HA9 8DG"
"b3482fa2cd8ff1be16d33b6446129b2b",51.534222,-0.231539,"Kensal Green","London","NW10 5AA","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW10 5AA"
"3dd0329059982b8b0ac4abbaf49a0396",51.536439,-0.236955,"Harlesden ","London","NW10 5UA","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW10 5UA"
"f184589a18ccb7e8e47e9d3d37fb3591",51.539318,-0.210028,"Queen's Park","London","NW6 6TL","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW6 6TL"
"76d095ac985804e93a26558ea3d6f2d6",51.556333,-0.287846,"Wembley","London","HA9 8DG","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","HA9 8DG"
"392f57426a3526a2844569daa6d1d038",51.538642,-0.209317,"Queen's Park","London","NW6 6TS","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW6 6TS"
"962ede405d68025752f6cfbb65dd3775",51.554481,-0.239166,"Dollis Hill","London","NW10 1NB","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW10 1NB"
"0c8a5b5da0bf8ad3bf49be9ad3440a50",51.539179,-0.248241,"Harlesden","London","NW10 4DT","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW10 4DT"
"9e2f56d9ecf57eef918289ca9ddba714",51.539129,-0.200659,"North Maida vale","London","NW6 7HH","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW6 7HH"
"38e41e1f784ae289522bb4d9cbe649cf",51.557094,-0.290595,"Wembley","London","HA9 8UP","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","HA9 8UP"
"4b970a20ca54eda1d7c9747a2ddeed78",51.556222,-0.287087,"Wembley","London","HA9 8DG","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","HA9 8DG"
"d0034253c091636672eedc07d1117982",51.556446,-0.288337,"Wembley","London","HA9 8DG","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","HA9 8DG"
"baee0b4911d103d8d4b5edd9427c52ad",51.554615,-0.240056,"Dollis Hill","London","NW10 1NB","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW10 1NB"
"419d380e9eaaad9ded90dc701d51d731",51.538866,-0.24801,"Harlesden","London","NW10 4DT","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW10 4DT"
"84c5ce2b2981e8392cc9e5d300c23303",51.554759,-0.240391,"Dollis Hill","London","NW10 1ND","In service","2019-11-20 16:11:34","2019-11-20 16:11:34","","On-street","NW10 1ND"
"ff10f7697b68cdfe7c26c32d369b4069",51.463005,-0.061463,"London ","London","SE15 3UD","In service","2019-11-20 17:33:11","2019-11-20 17:33:11","","On-street","SE15 3UD"
"73fbb580dfa4195ccdb639bab80f75d9",51.453772,-0.099088,"Herne Hill ","London","SE24 9LS","In service","2019-11-20 17:33:11","2019-11-20 17:33:11","","On-street","SE24 9LS"
"4ad97e7cc7b3c38ed9c2e469510869e4",51.457137,-0.074379,"East Dulwicj ","London","SE22 9DH","In service","2019-11-20 17:33:11","2019-11-20 17:33:11","","On-street","SE22 9DH"
"55af791e90410dcfca8cfb66ac06a20d",51.455246,-0.095824,"Herne Hill","London","SE24 9LF","In service","2019-11-20 17:33:11","2019-11-20 17:33:11","","On-street","SE24 9LF"
"a9fd4ded58a58bb42d651f0d748edb34",51.459132,-0.047873,"Nunhead","London","SE15 3DB","In service","2019-11-20 17:33:12","2020-09-03 08:38:23","","On-street","SE15 3DB"
"83c421f4a8828f7035a933ca8acf744b",51.453818,-0.098476,"Herne Hill","London","SE24 9LS","In service","2019-11-20 17:33:12","2019-11-20 17:33:12","","On-street","SE24 9LS"
"9c37979072cc999b3bb572af7a02fc74",51.498366,-0.035437,"Surrey Quays","London","SE16 5LJ","In service","2019-11-20 17:33:12","2019-11-20 17:33:12","","On-street","SE16 5LJ"
"dda0ae7b2f8ddb0dcea805770ab0df75",51.46118,-0.059183,"Nunhead","London","SE15 3UF","In service","2019-11-20 17:33:12","2019-11-20 17:33:12","","On-street","SE15 3UF"
"41f9f3863c0af79981e37db973b72860",51.459213,-0.047574,"London","London","SE15 3DB","In service","2019-11-20 17:33:12","2019-11-20 17:33:12","","On-street","SE15 3DB"
"913ba89c8ec99c3d45e225791ce96d1d",51.424742,-0.081474,"London ","London","SE19 1HD","In service","2019-11-20 17:33:12","2019-11-20 17:33:12","","On-street","SE19 1HD"
"1a66ee81aac434734cafee5bb6aea9dc",51.457553,-0.046483,"Honor Oak","London","SE15 3EA","In service","2019-11-20 17:33:13","2019-11-20 17:33:13","","On-street","SE15 3EA"
"989a4588b0cfdcbec0e4e8d1a1f61d8b",51.425083,-0.081971,"Crystal Palace","London","SE19 1HD","In service","2019-11-20 17:33:13","2019-11-20 17:33:13","","On-street","SE19 1HD"
"84e43a60237ffece9cd4c85c103e298c",51.451627,-0.063113,"London ","London","SE22 0QL","In service","2019-11-20 17:33:13","2019-11-20 17:33:13","","On-street","SE22 0QL"
"7d393d38b3c71c1a8a6c2f1c77c13f22",51.459295,-0.049782,"London ","London","SE15 3BY","In service","2019-11-20 17:33:14","2019-11-20 17:33:14","","On-street","SE15 3BY"
"3842cc134c8a40d477619af40a1b9813",51.450939,-0.077717,"London","London","SE22 8UH","In service","2019-11-20 17:33:14","2019-11-20 17:33:14","","On-street","SE22 8UH"
"ee92edd48f586699b992fea3d9a2ca85",51.449345,-0.087133,"London","London","SE21 7JR","In service","2019-11-20 17:33:14","2019-11-20 17:33:14","","On-street","SE21 7JR"
"b0e45106ff436880ba428e9bfb5ee8fb",51.461104,-0.058944,"Nunhead ","London","SE15 3UE","In service","2019-11-20 17:33:14","2019-11-20 17:33:14","","On-street","SE15 3UE"
"ef41b2ad0976c63d21d712e7fa9ec785",51.455816,-0.090993,"London ","London","SE24 9QL","In service","2019-11-20 17:33:15","2019-11-20 17:33:15","","On-street","SE24 9QL"
"132cdc22be806981e9e0c3cd4cea2480",51.455628,-0.091142,"London ","London","SE24 9QL","In service","2019-11-20 17:33:16","2019-11-20 17:33:16","","On-street","SE24 9QL"
"be67bf8266519268f8e83e4e870ffc15",51.462444,-0.047577,"London ","London","SE15 3BT","In service","2019-11-20 17:33:16","2019-11-20 17:33:16","","On-street","SE15 3BT"
"399ca2cae756946bfc919c8a00bbe304",51.486733,-0.075424,"London ","London","SE1 5AD","In service","2019-11-20 17:33:16","2019-11-20 17:33:16","","On-street","SE1 5AD"
"011aeb2f726228915872082ca1ecf098",51.449574,-0.087316,"London ","London","SE21 7JR","In service","2019-11-20 17:33:16","2019-11-20 17:33:16","","On-street","SE21 7JR"
"4ac72cb4b89b324c15f47b604647d562",51.462835,-0.048004,"London ","London","SE15 3BT","In service","2019-11-20 17:33:16","2019-11-20 17:33:16","","On-street","SE15 3BT"
"51d25b6e0d5cd60726d4e3447431e477",51.458933,-0.055937,"London ","London","SE15 3UA","In service","2019-11-20 17:33:16","2019-11-20 17:33:16","","On-street","SE15 3UA"
"0f7c471230f2a328b7286ca681b739d8",51.449578,-0.09236,"London","London","SE24 9HE","In service","2019-11-20 17:33:16","2019-11-20 17:33:16","","On-street","SE24 9HE"
"b2d9405b6be83dd471a4a18b87d77124",51.498355,-0.035094,"Surrey Quays","London","SE16 5LJ","In service","2019-11-20 17:33:16","2019-11-20 17:33:16","","On-street","SE16 5LJ"
"ce148e8f91c9b28879edd5683feb6947",51.454748,-0.064721,"London ","London","SE220LN ","In service","2019-11-20 17:33:16","2019-11-20 17:33:16","","On-street","SE220LN "
"2d931a400c1cb14a7ca3afe517d4a66a",51.471954,-0.098595,"London ","London","SE5 9HQ","In service","2019-11-20 17:33:16","2019-11-20 17:33:16","","On-street","SE5 9HQ"
"d194f08d5baaab2893ca7626a2415c8a",51.480742,-0.061368,"London ","London","SE15 1NE","In service","2019-11-20 17:33:16","2019-11-20 17:33:16","","On-street","SE15 1NE"
"014ccbabbb2c6c5a69b9d4d876fca7ad",51.454083,-0.095552,"London ","London","SE24 9LE","In service","2019-11-20 17:33:16","2019-11-20 17:33:16","","On-street","SE24 9LE"
"b6518b7da38fe94be1a3642a6e0dedfa",51.496296,-0.06411,"London ","London","SE16 4DD","In service","2019-11-20 17:33:16","2019-11-20 17:33:16","","On-street","SE16 4DD"
"0d1acb18712a07918cfd9c186fbcf01e",51.47296,-0.079843,"London ","London","SE5 8LY","In service","2019-11-20 17:33:16","2019-11-20 17:33:16","","On-street","SE5 8LY"
